,Comment
3875,Add new Android Nature for export projects.\n\nAlso renamed NATURE constant to NATURE_DEFAULT to make\nthe distinction between the two natures.\n\nChange-Id: I13e83159f7f695822ed94fb2e84e1b760f00f28b\n
3876,CTS would report \u0027too many files open\u0027 because it did not close .xml output files\n\nChange-Id: Iefc37e7c1485fd4a66351403f810ec40f0296888\n
3877,ADT GLE2: Access AttributeInfo from groovy scripts.\n\nThis CL extracts IAttributeInfo from DeclareStyleable -- this used\nto be the metadata extracted from an attribute declared in attrs.xml.\n\nThe interface that is now available to groovy scripts lets them\ncheck whether an attribute is a reference a string etc. For an\nenum or flag that means having access to the defined values too.\n\nIn the case of the AbsoluteLayout drop we use this info to check if\nan attribute is a reference. For example when duplicating a\nRelativeLayout dropped in an AbsoluteLayout we need to create new\nids and the RelativeLayout is prone to have inner self-references\nthat can be automatically adjusted that way.\n\nA large part of the CL is about refactoring the various manually-created\nattributes in the Descriptors for resources XML and such. In this\ncase the IAttributeInfo that is made available via the AttributeDescriptor\nis not used but it made sense to keep this consistent in case we want\nto expose it later and to avoid having to care about special cases.\n\nChange-Id: Ic02f69bc16f0e549fcac3956ae93b86651c5be3c\n
3878,Add proper comment to multi-apk export build.xml template.\n\nChange-Id: I5a237582fd77be24c032af61d52e26976583fcb9\n
3879,CTS would report \u0027too many files open\u0027 because it did not close .xml output files\n\nChange-Id: I6253b04d7a6bfac02220b324f4a0f6303254d722\n
3880,Fix library-project link for library whose name isn\u0027t a valid path var.\n\nChange-Id: I42414bc8d560b57dbd58302a7a00203472a0d937\n
3881,Fix incorrect calculation of start and end indices of changed text\n\n- The problem is taht the calculation of indices does not take the\n  difference in original and modified text lengths into account.\n- If reportExtractedText() is called from the onDraw() function\n  mInputMethodState is not reset.\n\nThe error can occur when the user is editing formatted text using a full screen editor.\nOne example of formatted text is phone numbers (e.g. dashes are added to North American\nnumbers by the PhoneNumberFormattingTextWatcher class).\nIf the two first digits are removed from the number 555-666-777 the new number becomes 566--777.\nThis is due incorrect calculation of start and end indices of the changed text. The error is in\nthe TextView class and the problem is that the calculation does not take the difference in original\nand modified text lengths into account.\n\nChange-Id: I83d5168de5cd74509df5aff64d2f672ffd162486\n
3882,USB: gadget: android: Allow functions to handle setup requests.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
3883,USB: gadget: android: android USB gadget improvements:\n\nSupport for specifying the list of USB functions from platform data.\n\nThe main android.c gadget driver no longer has hard coded references\nto the mass_storage and adb functions.\n\nSupport for computing the product ID based on tables in platform data\nand the currently enabled functions.\n\nMoved the adb enable/disable logic from android.c to f_adb.c.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
3884,RIO-8218: This work fixes infinite loop when OMX InitDecoder fails\n
3885,"RIO-7462: MP4 recognizer has been modified to further check the brand information inside \ftyp\"" atom and not declare OMA2 DCF files as mp4.\n"""
3886,RIO-7787: Cleanup for 2way: initialization null checks\n
3887,RIO-7760: Separate clock for rendering MIOs for 2way lipsync\n
3888,"RIO-8202: Retrieve \duration\"" metadata in mediascanner through metadataretriever\n"""
3889,RIO-7999: H264 raw support for PVMI MIO file input / output (minor additional change 2)\n
3890,RIO-7803: If the AVC decoder reports an error in the last frame of a sequence the OpenMAX component does not flush the decoder\u0027s output\n
3891,RIO-7999: H264 raw support for PVMI MIO file input / output\n
3892,USB: gadget: android: Allow functions to handle setup requests.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
3893,Inter-emulator networking: add interfaces in the correct order\n\nChange-Id: I9cab6f47bbde9f4dacdb2a426064af63eb4709c4\n
3894,- creates proper ifc.h and dhcp.h headers for libnetutils\n- adds ifc_set_hwaddr\n- adds hwaddr command to netcfg\n- code reuse: dhcp_configure calls ifc_configure; inet_ntoa is used for printing\n- consistency: use net.XXX.dnsX properties in favor of dhcp.XXX.dnsX properties\n  (see related change to WifiStateTracker)\n- updated system/core/nexus to use new headers although not sure if\nanybody still uses nexus\n\nChange-Id: Idd70c0ac6e89b38e86816578c33eff805d30cac4\n
3895,remove libnetutils dependency\n\nChange-Id: I2b10ec7b9c8392bf9e64153406264a56b0ecbe30\n
3896,RIO-8249: MP3 http playback reports error for low bitrate connection.\n
3897,- updates NetUtils to use new libnetutils headers\n- updates WifiStateTracker to track net.XXX.dnsX properties for name servers\n- removes dhcp from WifiNative (use NetworkUtils instead)\n\nChange-Id: Ic69ff253e8784cad34e9291e7970ee38bfa235b9\n
3898,added missing ether_aton and ether_ntoa\n\nChange-Id: I32ee448abde4d5693d393030ed77ddc6d2ad1dfc\n
3899,added missing ether_ntoa and ether_aton\n\nChange-Id: I049bb9bf3c76ac8c5b077cd3fdb6c16d6f58e7b2\n
3900,added missing ether_aton and ether_ntoa\n\nChange-Id: Ia9b020b6a40f3dc95ab3e00c759ed38c473ea62b\n
3901,RIO-7973: Fix for running a test number multiple times in makefile target for running parallel player engine tests\n
3902,RIO-6736: Fixed OMX base dec node to handle 0 sample size and updated FMU to retrieve metadata for new file extension\n
3903,RIO-8203: Mediscanner-albumart support\n
3904,RIO-8015: Base node should add itself to Scheduler only in a valid Created state.\n
3905,RIO-8256: Add dependency of librt to Android x86 builds\n
3906,RIO-7949: Implemented additional APIs in CPM plugin.\n
3907,RIO-8036: MediaOutputNode module unit test failure\n
3908,RIO-8197: Codesize reduction for FMU\n
3909,RIO-8230: Fix for compiler warnings in mediaoutputnode and player engine test app.\n
3910,RIO-8206: Compiler warning in pvlogger_cfg_file_parser.cpp\n
3911,Use style attributes for tab layout in TabWidget and TabHost\n\nNew attribute have been added to the TabHost style in order to\nsupport changing the attribute for tab layout in the TabHost.\nThis attribute is used in the TabHost class.\n\nNew attributes have been added to the TabWidget style in order to\nsupport changing the attributes for tab drawables in the TabWidget.\nThese attributes are used in the TabWidget class.\n\nChange-Id: Ib6ab284caf8ad1a93f541e042e909575fa7be6ef\n
3912,"Add Feature List to CTS Report Header\n\nBug 2742459\n\nUse the PackageManager to check which features the device has\nenabled. Add them to the XML in separate block like\n\u003cFeatureInfo\u003e\u003cFeature... /\u003e\u003c/FeatureInfo\u003e and display them in\nthe report with ascii check boxes like \[X] android.hardware.camera\"".\n\nIn the future the list of features could be gleamed from\nthe XML files in frameworks/base/data/etc...\n\nChange-Id: Ife7aa1fdfa060aecbc3438eae3f7b33f70a91f80\n"""
3913,Added correct OrientationChange handling\n\nDialogs for Custom Labels in Contactedit are now handled correctly.\nWhen you press Phonenumber Type and select Custom a\nInput Dialog pops up. There was an error when\nchanging Orientation (in example\nopen the Keyboard on the G1) the Dialog was gone\n(with an internal WindowLeaked Exception).\nNow the Dialogstate the EditText state and the Type for the Custom Label\nare preserved by storing them in state.\nThe CustomLabel Dialog now also has a onDismissListener so the private\nvariable will always be null when there is no Dialog to save ressources\nand we do not leak a Context.\n\nChange-Id: I77bdadc9c245e42895af04356848b2ac850b19cb\n
3914,activeDocumentLoader() causes crash in WebCoreFrameBridge.cpp\n\nThis is a fix for a crash found in real phones there is cases when\nactiveDocumentLoader() can return null probably related to closing of a\nframe or canceling of a request.\n\nChange-Id: Id340ab006b6e40e396645a4e668dcb58824a63e7\n
3915,Enforce english formatting for the geo string sent to the emulator.\n\nChange-Id: I1fc90e332fff41e40d2fce740bce8e07d88586ce\n
3916,video: tegra: add utility function to compute framebuffer stride\n\nframebuffers will generally not be exactly width * bpp / 8 bytes wide;\non tegra linearly-addressed framebuffers will generally be rounded\nup so that the stride is a multiple of 16B (so that they are compatible\nwith rendering from the hardware engines) and tiled framebuffers\nwill be a multiple of the tile width (64B).\n\nadd a utility function to tegra_dc to compute the correct stride\ngiven a width bpp and pixel layout and use this in set_par.\n\nChange-Id: I1dfcc760172ed2bf374c63d505fc6a650cbf38b9\nSigned-off-by: Gary King \u003cgking@nvidia.com\u003e\n
3917,Add easymock for list of Windows SDK targets.\n\nAlso correctly sorted the windows sdk target list.\n\nChange-Id: I4742a0b98ece8e0693a6f346a1f09595253d65c1\n
3918,serial: tegra_hsuart: Fix DMA receive drop err in dma callbacks\n\nChange-Id: I4c4bc12e8c883912f8979b75a8eb418a62e77f94\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
3919,"Revert \InputMethodService: Fix ignore case in showInputMethodPickerFromClient\""\n\nThis reverts commit f2e67a5779d404b4791c6ab5b0d30dfb2c463514.\n\nOpen Source Project CL: https://review.source.android.com/#change16419\nThis change unexpectedly started preventing users from changing Input-Method.\n\nHow to reproduce\n1. Long press \""?123\"" button in LatinIME\n2. Select \""Input method\""\n3. No window will open.\n\nChange-Id: Ie0d4b58900a9b06aa9d43f9fa0bea5165294fa30\n"""
3920,[ARM] tegra: dma: Drop err argument to dma callbacks\n\nChange-Id: I78359ccf3defc70e623735925d423cb048f68075\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
3921,    Fix Bluetooth Settings activity memory leak.\n\n    There were two leaks in Bluetooth Settings: one when rotating the\n    phone and other when scanning for bluetooth devices.\n
3922,[ARM] tegra: dma: Prevent double-queued requests\n\nChange-Id: I08165ea202530bc65be9d418a889dd0622a3ac4f\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
3923,Error in compound cache-control header.\n\nA cache control header containing both no-cache and max-age attribute does not\nbehave as expected.\n\nCache-Control: no-cache max-age\u003d200000\n\nWill set expired to 20000ms seconds ignoring the no-cache header. My\ninterpretation is that the no-cache header should not be ignored in\nthis case.\n\nChange-Id: Iadd1900e4d2c6c0dacc6bb3e7b944cf78ca9b266\n
3924,"[ARM] tegra: fix bytes_transferred calculation in dma_dequeue_req\n\nif the DMA operation is already complete when dma_dequeue_req is called\nthe \requested transfer\"" size value read back from the hardware already\nhas a 1-element offset included so the value returned with the\ndescriptor needs to undo this offset\n\nChange-Id: If4227ac15636cc85a3d4ffc0826e6f27cb6e898e\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n"""
3925,Check CtsVerifier Feature Count\n\nAdd a quick test that will warn us when the features go out of sync.\n\nChange-Id: Ieda635fa46e417365cf64e1a735bbac8fb80f4be\n
3926,CTS would report \u0027too many files open\u0027 because it did not close .xml output files\n\nChange-Id: If4986dfe8c9996f297b012cc455c3782a5b57f51\n
3927,Test for Checking FeatureSummary FEATURE Count\n\nAdd a test that will compare the PackageManager FEATURE_* count\nto the feature list in the FeatureSummaryActivity. Hopefully this\nwill remind us to update it for new releases.\n\nChange-Id: I06080a76a714e7cfc70e00c3e1692f4970907198\n
3928,spi: spi_tegra: Drop err parameter to dma callbacks\n\nChange-Id: I97345a590db7ea671ee26c99437c15b79134da30\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
3929,Add --disable-nls to building gdb otherwise gdb-7.0.x fails\nbuilding on OSX.\n\nChange-Id: I54f923f7656ac2f2a7e4a8dc0a07c43bb4cfb05d\n
3930,Binutils sources for toolchain checked in on 06/03/2010.\n\nContains packages that fix assembler bugs and kernel build problem with gold.\nSee binutils-2.19/README.android for details.\n\nChange-Id: I69c754211f5d508266ba24cf144f54f6aed58f31\n
3931,New gcc sources for toolchain checked in on 06/03/2010.\n\nChanges:\ngcc/ira-conflicts.c\n  Backport a gcc-4.4.3 patch to fix a ra bug http://b/issue?id\u003d2667593.\n  http://gcc.gnu.org/ml/gcc-cvs/2009-05/msg00055.html\n  Owner: jingyu\n  Status: In upstream gcc-4.4.3 r147081.\n\ngcc/collect2.c\ngcc/common.opt\ngcc/configure.ac\ngcc/configure\ngcc/doc/invoke.texi\ngcc/exec-tool.in\ngcc/gcc.c\ngcc/opts.c\n  Add -fuse-ld\u003d option to select linker.  This CL merges the gcc part of\n  this up-stream patch.\n  http://gcc.gnu.org/ml/gcc-patches/2010-04/msg00402.html\n  Owner: dougkwan\n  Status: binutils part in upstream gcc part pending approval.\n\nChange-Id: Ibfa819535ebdb7499aae8981687c2dc51295a25a\n
3932,video: tegrafb: Enable host1x clock\n\nChange-Id: If1e50ed661493cb06de5e5bbc5ee2b0966297b4f\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
3933,Fix some handling of decimal values in the UI to handle non-en locales.\n\nChange-Id: I3f0a7e1152b8c29d02b57c41a80d431ff99e6c2b\n
3934,Properly handle float/double in loc control when locale is not en.\n\nString.format uses the decimal point of the current locale which\nwe don\u0027t want since we pass the result to the emulator which expects\ndecimal point to be \u0027.\u0027\n\nDouble.parseDouble does not use the current locale and therefore\nfailed to read values put in the UI that used a decimal point\nthat is not \u0027.\u0027\n\nAlso simplified the GPS command to use geo fix instead of geo nmea\n\nChange-Id: I275018e6a967c3d4fa37f25a149a840350e40bb8\n
3935,"Fixed a npe in Calendar on Emulator\n\nThis happened when working in the emulator. Open the calendar\nadd a new Event with standard values (only enter a description)\nand click done. A new Notification will pop up with this newly\ncreated event. Click on it and then on the Eventdetail.\nA NPE will occur because the mCalendarOwnerAccount seems to\nbe null in the emulator. Now the variable is reset to \\""\nif it is null (like the initial value). When there are attempts\nto save this variable there\u0027s already a check if !\u003d \""\"" so it will\nnot be stored. The other calls to this variable are only .equals()\n\nChange-Id: I0a27547a3849c260d12310771992df496d3b2e94\n"""
