,Comment
930,modif to decod node for gapless playbackn 
931,gpu pvr fixupsnid erik gill 
932,merg branch into 
933,video omapfb android fbdev supportnid erik gill 
934,revert gpu pvr fixupsnnthi revert commit 
935,revert gpu pvr remov refer to dbgdrv in makefilennthi revert commit 
936,revert omap sgxkm port pvr servic to revert commit 
937,gpu pvr updat to ddk 
938,fix reboot on low opp with and without srnnsystem seem to spin in rom code when softwar resetwarm is issuednwith reset cold the behavior is differ with and without srnsystem will not reboot with SR without SR system will reboot but thennewli load kernel will hang while bootingnnnedoffbi romit dasgupta 
939,arm msm camera fix memori corrupt and add check on copyfromusernnnedoffbi iliyan malchev 
940,chang encod default gob header interv to 
941,rcarcv header configurationn 
942,mmc dure unsaf resum select the right volatg for the cardnndur mmc unsaf resum choos the right voltag for the card afternpowerupnnalthough thi ha not seen to caus troubl the wrong behaviournnnedoffbi balaji rao pierr ossman san mehat 
943,the password in the apn set is shown instead of starsnnth password is present as star in the edit box also if onenexit and then enter the apn editor the password is starsnnwith thi patch the apn password is consist starifiedn 
944,improv build configurationsn 
945,mmc add extend csd regist to debugfsnnextend csd is a mmc card regist As increasingli interestingnfield are be ad to extend csd it is help to see itsnvalu note that SD card do not have an extend csdnregist so it is mmc onlynnnedoffbi adrian hunter pierr ossman san mehat 
946,remov tab from log statementsn 
947,mmc increas power up delaynnth TI control on toshiba tecra need more time to power up ornth card will incorrectli or not at allnnnedoffbi josé M fernández pierr ossman san mehat 
948,support for omx real audio decod componentn 
949,mmcblock be prepar for overs requestsnnth block layer doe not support veri low sector count restrictionsnso we need to be prepar to handl bigger request than we can sendndirectli to the controllernnproblem found by manuel laussnnnedoffbi pierr ossman san mehat 
950,oscl build modificationsn 
951,mmcblock do not dma to stacknnin the write recoveri routin the data to get from the cardni alloc from the stack the dma map document saysnexplicitli stack memori is not mappabl by ani of the dma callsn to use kmalloc to alloc the memori for the resultnfrom the card and then free it onc finish with thentransactionnn chang to gfpkernel alloc pierr ossman nnnedoffbi ben dook pierr ossman san mehat 
952,ad null check befor object from msyncstatu are usednnmsyncstatu is a sparsearray but treat as suchnthi caus crash dure stabil testn 
953,titl in datepickerdialog use in set applic not updat correctlynnth datepickerdialog in the set applic is not updat correctli if you follownth follow enter date option in set modifi the valu of the date then cancel the onc again enter the date optionnnand you can see that the titl in the dialog ha not been updat correctli thi isndu to a miss call to ondatechang callback in the datepick class solut wasnto add the notifi call when updatetim ha been calledn 
954,omx compon unialis valuen 
955,mmc mmcrescan detect card chang in one runnnwith thi patch mmcrescan can detect the remov of an mmc card andnth insert of possibl anoth card in the same run thi meansnthat a card chang can be detect without have to callnmmcdetectchang multipl timesnnthi chang generalis the core such that it can be easili use bynhost which provid a mechan to detect onli the presenc of a cardnread cover which ha to be taken off in order to insert a card othernhost card detect or mmccapneedspol each receiv an event whenna card is remov and when a card is insert so it is suffici fornthem if mmcrescan handl onli one event at a time cover detectnhost howev onli receiv event about the cover statu thi meansnthat between subsequ event both a card remov and a cardninsert can occur In thi case the prepatch version of mmcrescannwould onli detect the remov of the previou card but not the insertionnof the new cardnnnedoffbi jorg schummer pierr ossman san mehat san mehat 
956,remov the window from be a target for motion event when it is destroyednnif window wa destroy when touch wa press thi destroyednwindow wa still consid as a target for motion eventsnin some case thi could result with hang up insid event dispatch procedurenid 
957,replac media output compon for 
958,arm msm defconfig set mmapminaddr to san mehat 
959,ad miss importexport declarationsn 
960,arm add flushkerneldcachepag for armnnwithout thi the default implement is a no op which is completelynwrong with a vivt cach and usag of sgcopybuff producesnunpredict resultsnntestedbi sebastian andrzej siewior stablekernelorgnnedoffbi nicola pitr russel king san mehat 
961,windowmanagerservic report anr when target app die dure dispatch eventnnreset intern state of windowmanagerservic when target app diednthat will allow new event to be dispatchednid 
962,use yellow background anymorenid 
963,updat rgb led test casesnnth test case for turn on the rgb led with persist light wa correctednth color for blink wa updat to blue and final an option for turningnoff the light wa addedn 
964,parsernod should pass sourc context to cpm pluginsn 
965,merg from eclairnid 
966,fix for fix point arithmet while calcul timestamp from a frame number in parsern 
967,arm msmdefconfig add configtun to defconfignnedoffbi san mehat 
968,arm msm camera fix memori corrupt and add check on copyfromusernnnedoffbi iliyan malchev 
969,make the led color when charg customiz by the vendornnthi commit will make the default led color in the notificationmanagernfor batteri charg customiz via overlay the blink onoffntim are customiz in the same mannernid 
970,arm hwmod data prevent idl and reset on gpionid colin cross 
971,arm mux allow board mux set to be ha two mux instanc and the board may not have settingsnfor one of them allow the board file to pass null for mux set which will ializ the mux instancenbut skip write board settingsnid colin cross 
972,arm pass core and wakeup mux tabl to contain two separ instanc of the padconf registersnon in the core system config and one in the wakeup system confignpass in two tabl to appli the correct valu to each instancenid colin cross 
973,arm enabl keypad control hwmodnnth keypad control hwmod wa left comment out but driver requir it to functionnid colin cross 
974,clock wait for modul to becom access on a clk enablennon the clock fw is miss a check for modul accessebilitynon a call to clk enabl sinc thi check is alreadi part of thenomap devic layer thi check at the clock framework is redundantnbut sinc not all driver are yet use omap devic api and most stillndepend on clk framework to enabl clock thi patch seem to be needednat thi point to avoid ani modul accessebl issuesnnnedoffbi rajendra nayak 
975,clockdomain follow prcm recommend enabl sequencennon the prcm recommend sequenc for enablingna modul after poweronreset forc clkdm to configur desir modul mode to enabl or wait for the desir modul idl statu to be program clkdm in hwautoif supportednnthi sequenc appli to all older as wellnhowev sinc they use autodep it make sure thatnno clkdm is in idl and henc not requir a forcenswwkup when a modul is be doe not need to support autodep becausenof the dyanam depend featur whereinnth HW take care of wake up a clockdomain fromnidl and henc the modul whenev an interconnectnaccess happen to the given modulenautodep were mainli need on older asnthi wa not the case back then and a modulenaccess with the moduleclkdm in idl would causenan abortnnfix the clkdmclkenabl api to handlenthi sequenc on rajendra nayak 
